Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
NL-Netherlands,4,3,1,Male,19,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,21,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,3,4,Male,49,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,2,3,Male,63,Widowed,,,"Urban,RP:total urb"
NL-Netherlands,3,3,3,Male,42,Divorced,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,4,Male,66,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,3,2,2,Male,67,Widowed,,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,5,1,2,Male,28,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,3,5,Male,65,Widowed,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,3,Male,35,"Marr,liv as mar",,,"Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,3,3,3,Male,65,"Marr,liv as mar",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,53,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,1,1,1,Male,60,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,39,"Single,never married",,"Other,no specific","Urban,RP:total urb"
NL-Netherlands,,2,1,Male,86,Widowed,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,49,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,5,3,2,Male,37,"Marr,liv as mar",,"Other,no specific","Urban,RP:total urb"
NL-Netherlands,3,2,3,Male,67,"Marr,liv as mar",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,62,Divorced,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,4,Male,42,"Single,never married",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,72,"Marr,liv as mar",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,4,2,1,Male,21,"Single,never married",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,1,5,5,Male,21,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,2,3,2,Male,,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,3,3,2,Male,38,Divorced,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,1,2,2,Male,20,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,2,2,1,Male,21,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,4,2,4,Male,69,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,3,Male,50,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,3,3,2,Male,23,"Single,never married",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,34,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,17,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,2,2,Male,20,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,4,1,1,Male,35,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,31,"Single,never married",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,3,3,3,Male,61,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,3,3,4,Male,66,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,1,3,Male,24,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,4,3,2,Male,54,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,1,2,Male,57,"Marr,liv as mar",,,"Urban,RP:total urb"
NL-Netherlands,2,3,2,Male,34,"Marr,liv as mar",,,"Urban,RP:total urb"
NL-Netherlands,2,3,3,Male,74,Divorced,,"Other,no specific","Urban,RP:total urb"
NL-Netherlands,3,2,4,Male,36,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,1,2,1,Male,58,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,1,1,Male,30,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,5,2,2,Male,50,Divorced,,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,2,1,Male,25,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,2,1,Male,60,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,52,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,1,2,Male,33,"Marr,liv as mar",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,2,2,2,Male,35,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,3,2,2,Male,42,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,1,1,Male,50,"Single,never married",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,41,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,30,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,3,3,5,Male,45,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,3,3,5,Male,20,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,57,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,3,3,2,Male,39,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,23,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,1,2,Male,34,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,1,2,Male,34,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,2,Male,42,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,3,2,4,Male,17,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,2,2,2,Male,56,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,24,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,61,Divorced,,Far left etc,"Urban,RP:total urb"
NL-Netherlands,,,,Male,34,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,4,1,2,Male,28,"Single,never married",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,2,1,Male,28,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,3,3,Male,72,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,40,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,3,3,3,Male,53,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,,1,1,Male,30,"Marr,liv as mar",,Far right etc,"Urban,RP:total urb"
NL-Netherlands,4,3,2,Male,35,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,3,Male,20,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,5,2,3,Male,43,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,1,3,Male,77,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,39,Widowed,,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,1,Male,37,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,3,4,Male,56,Widowed,,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,2,3,3,Male,28,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,24,"Single,never married",,"Center,liberal","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,34,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,2,3,2,Male,59,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,1,1,Male,26,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,1,3,3,Male,87,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,3,2,Male,61,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,3,4,Male,27,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,3,4,Male,65,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,2,2,3,Male,21,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,1,3,3,Male,43,"Marr,liv as mar",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,4,2,3,Male,48,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,2,2,2,Male,29,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,3,1,3,Male,24,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,2,1,Male,40,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,3,2,3,Male,22,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,2,1,2,Male,60,Divorced,,Far left etc,"Urban,RP:total urb"
NL-Netherlands,4,3,2,Male,37,"Single,never married",,,"Urban,RP:total urb"
NL-Netherlands,3,3,,Male,17,"Single,never married",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,2,2,Male,79,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NL-Netherlands,4,1,1,Male,56,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NL-Netherlands,4,3,3,Male,28,"Single,never married",,"Left,center left","Urban,RP:total urb"
NL-Netherlands,3,2,2,Male,28,"Single,never married",,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,2,2,Male,72,"Marr,liv as mar",Upper class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,2,Male,54,"Single,never married",Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,,"Single,never married",Working class,Far right etc,"Urban,RP:total urb"
RUS-Russia,2,1,2,Male,57,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,47,"Marr,liv as mar",Lower class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,49,"Marr,liv as mar",Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,4,Male,52,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,3,3,Male,58,"Separated,but married",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,48,Divorced,Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,2,2,Male,20,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,,1,,Male,74,Widowed,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,,Male,78,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,2,3,Male,35,"Marr,liv as mar",Upper middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,4,1,2,Male,50,Divorced,,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,2,,Male,54,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,4,Male,67,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,,1,1,Male,54,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,2,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,2,4,Male,65,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,2,,Male,58,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,,Male,40,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,5,Male,17,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,,Male,41,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,2,Male,65,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,2,,Male,76,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,2,2,Male,69,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,2,3,Male,66,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,3,2,Male,30,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,1,Male,66,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,,Male,61,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,3,Male,,"Single,never married",,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,70,"Marr,liv as mar",Upper middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,72,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,2,2,Male,67,"Marr,liv as mar",Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,1,,Male,23,"Single,never married",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,35,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,1,Male,43,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,1,1,2,Male,,"Single,never married",Working class,,"Urban,RP:total urb"
RUS-Russia,1,1,1,Male,79,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,2,Male,30,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,1,1,Male,54,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,2,Male,24,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,44,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,42,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,1,1,2,Male,73,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,2,Male,58,"Marr,liv as mar",Lower class,"Other,no specific","Urban,RP:total urb"
RUS-Russia,3,2,4,Male,28,"Single,never married",Upper middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,2,3,Male,23,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,,2,,Male,68,"Separated,but married",Lower middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,1,1,1,Male,64,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,4,Male,63,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,2,4,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,2,3,Male,22,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,2,3,Male,49,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,,Male,70,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,3,3,Male,20,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,62,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,2,Male,60,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,3,1,Male,69,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,2,2,Male,17,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,,Male,42,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,,Male,74,Widowed,Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,,Male,63,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,2,1,1,Male,66,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,62,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,1,Male,42,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,66,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,3,Male,30,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,2,Male,67,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,2,Male,61,"Marr,liv as mar",Upper class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,1,1,Male,30,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,1,Male,67,Widowed,Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,2,3,Male,24,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,3,3,Male,59,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
RUS-Russia,2,1,4,Male,17,"Single,never married",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,,3,Male,60,"Marr,liv as mar",,,"Urban,RP:total urb"
RUS-Russia,,1,,Male,87,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,3,Male,28,"Single,never married",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,70,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,4,Male,38,"Single,never married",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,2,Male,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,48,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,2,Male,60,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,3,,Male,73,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,3,3,Male,54,"Marr,liv as mar",Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,1,1,3,Male,,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,3,,Male,67,"Marr,liv as mar",Lower class,,"Urban,RP:total urb"
RUS-Russia,5,1,3,Male,34,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,3,Male,,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,,Male,54,Widowed,Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,1,Male,19,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,64,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,51,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,2,3,Male,25,"Single,never married",,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,2,Male,36,Widowed,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,2,,Male,,"Single,never married",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,69,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,4,Male,43,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,3,Male,40,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,3,3,Male,56,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,2,,Male,26,"Single,never married",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,1,1,1,Male,56,Widowed,Lower class,,"Urban,RP:total urb"
RUS-Russia,3,2,2,Male,69,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,2,,Male,19,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,,Male,75,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,3,Male,72,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,2,1,Male,58,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,1,3,,Male,67,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,4,Male,36,"Single,never married",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,28,"Single,never married",Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,1,Male,65,Widowed,Working class,,"Urban,RP:total urb"
RUS-Russia,4,3,3,Male,31,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,5,1,,Male,69,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
RUS-Russia,2,1,,Male,47,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,,1,3,Male,68,"Marr,liv as mar",Lower middle class,,"Urban,RP:total urb"
RUS-Russia,4,1,3,Male,54,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,4,Male,,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,,2,5,Male,68,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,3,2,,Male,40,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,2,Male,23,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,,1,3,Male,50,"Separated,but married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,2,3,Male,30,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,3,4,Male,17,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,2,3,Male,64,"Marr,liv as mar",Upper class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,3,,Male,30,Divorced,Lower middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,65,Widowed,Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,2,Male,79,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,1,2,Male,,"Single,never married",Middle class,,"Urban,RP:total urb"
RUS-Russia,3,1,3,Male,62,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
RUS-Russia,5,2,4,Male,22,"Separated,but married",Middle class,Far right etc,"Urban,RP:total urb"
RUS-Russia,5,1,1,Male,21,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,3,Male,44,"Marr,liv as mar",Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Male,25,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,2,Male,71,"Marr,liv as mar",Lower class,,"Urban,RP:total urb"
RUS-Russia,4,2,2,Male,45,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,2,4,Male,20,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,1,Male,49,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,2,3,Male,63,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,2,2,1,Male,17,"Single,never married",Working class,Far right etc,"Urban,RP:total urb"
RUS-Russia,4,1,,Male,76,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,41,Divorced,Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,2,1,,Male,22,"Single,never married",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,,Male,69,Widowed,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,2,1,Male,79,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,1,3,Male,62,Divorced,Lower middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,3,2,1,Male,33,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,2,3,Male,49,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,,1,,Male,68,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,2,Male,45,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,41,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,,Male,46,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,4,Male,59,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,1,Male,24,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,2,4,Male,59,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,1,Male,79,Widowed,Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,2,2,Male,47,"Marr,liv as mar",Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,1,3,Male,20,"Single,never married",Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,2,2,3,Male,22,"Single,never married",Working class,"Other,no specific","Urban,RP:total urb"
RUS-Russia,5,2,,Male,45,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,,2,,Male,71,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,3,Male,63,Divorced,Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,3,1,2,Male,,"Single,never married",,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,,Male,73,"Marr,liv as mar",Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,3,Male,71,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,3,Male,29,"Single,never married",Upper middle class,,"Urban,RP:total urb"
RUS-Russia,,3,4,Male,,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,4,3,3,Male,63,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,2,1,,Male,43,"Single,never married",Working class,,"Urban,RP:total urb"
RUS-Russia,4,1,,Male,68,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,1,1,5,Male,43,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
